Comune,Cratere Centro Italia 2016,Ricavi delle vendite migl EUR Ultimo anno disp.,Dipendenti Ultimo anno disp.,Stato giuridico,ateco2,ComuneOP,costituzione,ubilancio
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2006,2009
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2006,2009
Macerata,1.0,0,0,Fallita,68,Macerata,2006,2016
Macerata,1.0,0,0,In liquidazione,41,Macerata,2006,2020
Macerata,1.0,0,0,In liquidazione,41,Macerata,2006,2018
Macerata,1.0,0,0,Cessata,82,Macerata,2006,2007
Macerata,1.0,0,18,Cessata (In liquidazione),47,Macerata,2006,2015
Macerata,1.0,0,0,Cessata (In liquidazione),61,Macerata,2006,2011
Macerata,1.0,0,0,In liquidazione,41,Macerata,2006,2019
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2006,2012
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2006,2018
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2006,2010
Macerata,1.0,0,0,Cessata (In liquidazione),74,Macerata,2006,2012
Macerata,1.0,0,0,Cessata (In liquidazione),70,Macerata,2006,2009
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,2006,2016
Macerata,1.0,0,0,Cessata,41,Macerata,2006,2010
Macerata,1.0,0,0,Fallita,41,Macerata,2006,2016
Macerata,1.0,0,0,Cessata,71,Macerata,2005,2009
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2005,2008
Macerata,1.0,0,0,Cessata,41,Macerata,2005,2008
Macerata,1.0,0,0,Cessata (In liquidazione),77,Macerata,2005,2009
Macerata,1.0,0,0,In liquidazione,68,Macerata,2001,2014
Macerata,1.0,0,0,Cessata (In liquidazione),82,Macerata,2005,2011
Macerata,1.0,0,0,Cessata,68,Macerata,2005,2010
Macerata,1.0,0,0,In liquidazione,41,Macerata,2005,2019
Macerata,1.0,0,0,In liquidazione,08,Macerata,2005,2011
Macerata,1.0,0,0,In liquidazione,70,Macerata,2005,2011
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2005,2017
Macerata,1.0,0,0,Cessata,47,Macerata,2004,2010
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,2004,2013
Macerata,1.0,0,0,Cessata,68,Macerata,2004,2010
Macerata,1.0,0,0,Cessata (In liquidazione),64,Macerata,2004,2013
Macerata,1.0,0,0,Cessata (In liquidazione),80,Macerata,2004,2008
Macerata,1.0,0,0,Cessata,41,Macerata,2004,2007
Macerata,1.0,0,0,Fallita,41,Macerata,2004,2013
Macerata,1.0,0,0,Cessata (In liquidazione),77,Macerata,2004,2015
Macerata,1.0,0,0,Cessata,59,Macerata,1999,2009
Macerata,1.0,0,0,Fallita,41,Macerata,2004,2011
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,2004,2010
Macerata,1.0,0,0,Cessata,41,Macerata,2004,2013
Macerata,1.0,0,0,Cessata (Fusione),82,Macerata,2004,2012
Macerata,1.0,0,0,Cessata (In liquidazione),85,Macerata,2004,2008
Macerata,1.0,0,0,In liquidazione,28,Macerata,1991,2020
Macerata,1.0,0,0,In liquidazione,10,Macerata,2003,2021
Macerata,1.0,0,0,In liquidazione,46,Macerata,2003,2014
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2003,2019
Macerata,1.0,0,0,In liquidazione,68,Macerata,2003,2015
Macerata,1.0,0,0,Cessata (In liquidazione),47,Macerata,2003,2009
Macerata,1.0,0,0,In liquidazione,69,Macerata,2003,2016
Macerata,1.0,0,0,Cessata,82,Macerata,2003,2011
Macerata,1.0,0,0,In liquidazione,41,Macerata,2003,2018
Macerata,1.0,0,0,Cessata,82,Macerata,2003,2011
Macerata,1.0,0,0,Cessata,82,Macerata,2003,2007
Macerata,1.0,0,0,Cessata,27,Macerata,2002,2007
Macerata,1.0,0,0,Cessata,56,Macerata,2003,2012
Macerata,1.0,0,0,Cessata (In liquidazione),69,Macerata,2003,2019
Macerata,1.0,0,0,Cessata (Fusione),68,Macerata,2002,2007
Macerata,1.0,0,0,In liquidazione,68,Macerata,2002,2011
Macerata,1.0,0,0,Cessata,68,Macerata,2002,2009
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,2002,2009
Macerata,1.0,0,0,Cessata,68,Macerata,2002,2011
Macerata,1.0,0,0,In liquidazione,47,Macerata,2002,2018
Macerata,1.0,0,0,Cessata (In liquidazione),49,Macerata,2002,2010
Macerata,1.0,0,0,Cessata (Fusione),68,Macerata,2002,2017
Macerata,1.0,0,0,In liquidazione,68,Macerata,2002,2020
Macerata,1.0,0,0,Cessata,47,Macerata,2002,2009
Macerata,1.0,0,0,Cessata,22,Macerata,1998,2009
Macerata,1.0,0,0,Cessata,70,Macerata,1997,2009
Macerata,1.0,0,0,Cessata,82,Macerata,2001,2009
Macerata,1.0,0,0,Cessata,73,Macerata,2001,2011
Macerata,1.0,0,0,Cessata,41,Macerata,2001,2010
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,2001,2016
Macerata,1.0,0,0,Cessata (In liquidazione),86,Macerata,2001,2010
Macerata,1.0,0,0,Fallita,41,Macerata,2001,2017
Macerata,1.0,0,0,Cessata,41,Macerata,2001,2007
Macerata,1.0,0,0,Cessata (Fusione),68,Macerata,2000,2008
Macerata,1.0,0,0,Cessata (In liquidazione),70,Macerata,2000,2010
Macerata,1.0,0,0,In liquidazione,68,Macerata,2000,2020
Macerata,1.0,0,0,In liquidazione,63,Macerata,2000,2020
Macerata,1.0,0,0,Cessata,85,Macerata,2000,2006
Macerata,1.0,0,0,Cessata (In liquidazione),82,Macerata,2000,2010
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,1999,2015
Macerata,1.0,0,0,In liquidazione,70,Macerata,1999,2020
Macerata,1.0,0,0,Cessata (In liquidazione),71,Macerata,1999,2015
Macerata,1.0,0,0,In liquidazione,41,Macerata,1999,2019
Macerata,1.0,0,0,Fallita,46,Macerata,1999,2003
Macerata,1.0,0,0,In liquidazione,41,Macerata,1999,2018
Macerata,1.0,0,0,Cessata (Fusione),68,Macerata,1999,2013
Macerata,1.0,0,0,Cessata (Fusione),68,Macerata,1998,2017
Macerata,1.0,0,0,In liquidazione,46,Macerata,1998,2016
Macerata,1.0,0,0,Cessata (In liquidazione),70,Macerata,1998,2014
Macerata,1.0,0,0,Cessata,46,Macerata,1998,2013
Macerata,1.0,0,0,In liquidazione,46,Macerata,1998,2020
Macerata,1.0,0,0,Cessata,41,Macerata,1998,2013
Macerata,1.0,0,0,Cessata,70,Macerata,1997,2013
Macerata,1.0,0,0,Cessata,47,Macerata,1997,2005
Macerata,1.0,0,0,Cessata (In liquidazione),80,Macerata,1997,2008
Macerata,1.0,0,0,Cessata,45,Macerata,1997,2007
Macerata,1.0,0,0,Cessata (In liquidazione),69,Macerata,1996,2009
Macerata,1.0,0,0,In liquidazione,38,Macerata,1996,2020
Macerata,1.0,0,0,In liquidazione,38,Macerata,1996,2019
Macerata,1.0,0,0,Fallita,68,Macerata,1996,2017
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,1995,2008
Macerata,1.0,0,0,Cessata (In liquidazione),13,Macerata,1995,2012
Macerata,1.0,0,0,Cessata,66,Macerata,1995,2013
Macerata,1.0,0,0,In liquidazione,45,Macerata,1994,2018
Macerata,1.0,0,0,Cessata,41,Macerata,1994,2008
Macerata,1.0,0,0,Attiva (Stato di insolvenza),10,Macerata,1994,2020
Macerata,1.0,0,0,Cessata (In liquidazione),71,Macerata,1994,2015
Macerata,1.0,0,0,Cessata,28,Macerata,1994,2011
Macerata,1.0,0,0,Cessata,46,Macerata,1993,2007
Macerata,1.0,0,0,Cessata,68,Macerata,1993,2007
Macerata,1.0,0,0,Cessata,63,Macerata,1993,2012
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,1993,2018
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,1992,2012
Macerata,1.0,0,0,In liquidazione,10,Macerata,1992,2020
Macerata,1.0,0,0,In liquidazione,41,Macerata,1992,2020
Macerata,1.0,0,0,Cessata (In liquidazione),68,Macerata,1992,2012
Macerata,1.0,0,0,Cessata (In liquidazione),72,Macerata,1988,2007
Macerata,1.0,0,0,In liquidazione,46,Macerata,1991,2014
Macerata,1.0,0,0,Fallita,15,Macerata,1989,2003
Macerata,1.0,0,0,Attiva (Stato di insolvenza),41,Macerata,1989,2020
Macerata,1.0,0,0,Cessata,58,Macerata,1988,2015
Macerata,1.0,0,0,Cessata (In liquidazione),46,Macerata,1989,2012
Macerata,1.0,0,0,Cessata (In liquidazione),66,Macerata,1988,2016
Macerata,1.0,0,0,Cessata (In liquidazione),49,Macerata,1987,2015
Macerata,1.0,0,0,Cessata,66,Macerata,1985,2006
Macerata,1.0,0,0,Cessata,31,Macerata,1984,2013
Macerata,1.0,0,0,Cessata (Fusione),47,Macerata,1983,2007
Macerata,1.0,0,0,In liquidazione,46,Macerata,1983,2008
Macerata,1.0,0,0,In liquidazione,41,Macerata,1961,2020
Macerata,1.0,0,0,Cessata,41,Macerata,1982,2016
Macerata,1.0,0,0,Cessata,41,Macerata,1982,2018
Macerata,1.0,0,0,Cessata,68,Macerata,1982,2011
Macerata,1.0,0,0,In liquidazione,41,Macerata,1982,2020
Macerata,1.0,0,0,Cessata (Fusione),80,Macerata,1977,2006
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,1981,2007
Macerata,1.0,0,0,Cessata (In liquidazione),41,Macerata,1980,2018
Macerata,1.0,0,0,In liquidazione,41,Macerata,1978,2012
Macerata,1.0,0,0,Cessata (In liquidazione),01,Macerata,1963,2012
Macerata,1.0,0,0,In liquidazione,68,Macerata,1980,2014
Macerata,1.0,0,0,Attiva (Stato di insolvenza),23,Macerata,1978,2020
Macerata,1.0,0,0,Cessata,15,Macerata,1977,2009
Macerata,1.0,0,0,Cessata,43,Macerata,1976,2015
Macerata,1.0,0,0,In liquidazione,10,Macerata,1976,2020
Macerata,1.0,0,0,In liquidazione,59,Macerata,1976,2019
Macerata,1.0,0,0,Cessata (In liquidazione),46,Macerata,1983,2008
Macerata,1.0,0,0,Cessata (In liquidazione),23,Macerata,1976,2009
Macerata,1.0,0,0,In liquidazione,58,Macerata,1974,2012
Macerata,1.0,0,0,Cessata (In liquidazione),47,Macerata,1974,2011
Macerata,1.0,0,0,Cessata,41,Macerata,1967,2015
Macerata,1.0,0,0,Cessata (In liquidazione),31,Macerata,1963,2016
Matelica,1.0,17188.0,76,Fallita,10,Matelica,1991,2010
Matelica,1.0,4081.0,31,Fallita,28,Matelica,1985,2008
Matelica,1.0,4077.0,2,Fallita,68,Matelica,1981,2005
Matelica,1.0,3283.0,22,Fallita,14,Matelica,1979,1999
Matelica,1.0,1972.0,0,Cessata (Fusione),41,Matelica,2001,2008
Matelica,1.0,1660.0,10,Cessata (Fusione),25,Matelica,2001,2007
Matelica,1.0,806.0,7,Fallita,47,Matelica,2008,2012
Matelica,1.0,771.0,0,Fallita,46,Matelica,2002,2005
Matelica,1.0,447.0,8,Fallita,15,Matelica,1994,2000
Matelica,1.0,349.0,2,Cessata,25,Matelica,2005,2014
Matelica,1.0,294.0,1,Cessata (Fusione),11,Matelica,1984,2012
Matelica,1.0,221.0,0,Cessata,42,Matelica,2000,2005
Matelica,1.0,204.0,6,In liquidazione,56,Matelica,2014,2018
Matelica,1.0,154.0,2,Fallita,73,Matelica,1978,1997
Matelica,1.0,153.0,2,Cessata (In liquidazione),46,Matelica,2008,2009
Matelica,1.0,148.0,3,Fallita,71,Matelica,2006,2011
Matelica,1.0,144.0,0,Cessata,79,Matelica,2007,2008
Matelica,1.0,106.0,3,In liquidazione,41,Matelica,2007,2013
Matelica,1.0,96.0,7,Cessata,56,Matelica,2009,2011
Matelica,1.0,95.0,0,Cessata (In liquidazione),68,Matelica,2008,2010
Matelica,1.0,87.0,0,Cessata (In liquidazione),25,Matelica,2005,2009
Matelica,1.0,63.0,1,Cessata (In liquidazione),47,Matelica,2012,2014
Matelica,1.0,34,2,Cessata,47,Matelica,2013,2017
Matelica,1.0,28,1,Fallita,25,Matelica,1999,2007
Matelica,1.0,27,0,Fallita,47,Matelica,1990,2016
Matelica,1.0,22,1,Cessata,82,Matelica,2005,2013
Matelica,1.0,22,0,Cessata (In liquidazione),47,Matelica,2002,2010
Matelica,1.0,16,0,Cessata (In liquidazione),58,Matelica,2004,2013
Matelica,1.0,14,0,Cessata (In liquidazione),91,Matelica,2004,2010
Matelica,1.0,13,0,Cessata (In liquidazione),14,Matelica,1994,2012
Matelica,1.0,13,0,Cessata,41,Matelica,1998,2011
Matelica,1.0,11,0,Cessata,46,Matelica,2002,2012
Matelica,1.0,10,0,Cessata (In liquidazione),68,Matelica,1994,2009
Matelica,1.0,8,0,Cessata (In liquidazione),02,Matelica,2013,2013
Matelica,1.0,4,0,Cessata (In liquidazione),47,Matelica,2007,2009
Matelica,1.0,4,11,Cessata,73,Matelica,2011,2014
Matelica,1.0,1,0,Cessata (In liquidazione),01,Matelica,1982,2019
Matelica,1.0,1,0,In liquidazione,63,Matelica,2007,2020
Matelica,1.0,1,0,Cessata,70,Matelica,2006,2012
Matelica,1.0,0,0,Cessata (In liquidazione),39,Matelica,2012,2013
Matelica,1.0,0,0,Cessata (In liquidazione),01,Matelica,2010,2016
Matelica,1.0,0,0,In liquidazione,41,Matelica,2011,2020
Matelica,1.0,0,0,Cessata (In liquidazione),25,Matelica,2011,2011
Matelica,1.0,0,0,Cessata,42,Matelica,2010,2010
Matelica,1.0,0,0,Fallita,10,Matelica,2007,2010
Matelica,1.0,0,0,Cessata (In liquidazione),68,Matelica,2001,2020
Matelica,1.0,0,0,Cessata (In liquidazione),41,Matelica,2007,2012
Matelica,1.0,0,0,In liquidazione,41,Matelica,2007,2019
Matelica,1.0,0,0,Cessata (In liquidazione),47,Matelica,2007,2013
Matelica,1.0,0,0,Cessata,13,Matelica,2006,2012
Matelica,1.0,0,0,Cessata,68,Matelica,2006,2012
Matelica,1.0,0,0,Cessata (In liquidazione),46,Matelica,2006,2012
Matelica,1.0,0,0,Cessata,41,Matelica,2004,2011
Matelica,1.0,0,0,In liquidazione,10,Matelica,2002,2010
Matelica,1.0,0,0,Cessata,45,Matelica,2001,2005
Matelica,1.0,0,0,Cessata (In liquidazione),01,Matelica,2000,2009
Matelica,1.0,0,0,Cessata (Fusione),41,Matelica,1999,2017
Matelica,1.0,0,0,In liquidazione,68,Matelica,2000,2017
Matelica,1.0,0,0,In liquidazione,47,Matelica,1999,2019
Matelica,1.0,0,0,In liquidazione,10,Matelica,1998,2010
Matelica,1.0,0,0,Cessata (In liquidazione),56,Matelica,1996,2014
Matelica,1.0,0,0,Cessata,68,Matelica,1996,2012
Matelica,1.0,0,0,Cessata,88,Matelica,1996,2007
Matelica,1.0,0,0,Cessata,63,Matelica,1986,2012
Matelica,1.0,0,0,In liquidazione,15,Matelica,1985,2007
Matelica,1.0,0,0,In liquidazione,63,Matelica,1985,2020
Matelica,1.0,0,0,Fallita,25,Matelica,1984,2018
Matelica,1.0,0,0,Cessata,68,Matelica,1984,2020
Matelica,1.0,0,0,Cessata (In liquidazione),64,Matelica,1972,2009
Mogliano,1.0,1235.0,15,Fallita,41,Mogliano,2006,2011
Mogliano,1.0,1144.0,6,Fallita,47,Mogliano,2006,2012
Mogliano,1.0,794.0,10,Cessata,14,Mogliano,2003,2007
Mogliano,1.0,700.0,0,Cessata,41,Mogliano,1980,2007
Mogliano,1.0,388.0,11,Fallita,16,Mogliano,1963,2018
Mogliano,1.0,271.0,6,Fallita,14,Mogliano,2000,2014
Mogliano,1.0,38,0,Cessata,81,Mogliano,1982,2014
Mogliano,1.0,24,0,In liquidazione,10,Mogliano,2007,2020
Mogliano,1.0,14,0,Cessata,31,Mogliano,1995,2007
Mogliano,1.0,14,0,In liquidazione,13,Mogliano,2010,2019
Mogliano,1.0,5,0,Cessata (Fusione),46,Mogliano,1990,2010
Mogliano,1.0,0,0,Cessata (In liquidazione),46,Mogliano,2007,2014
Mogliano,1.0,0,0,Cessata (In liquidazione),70,Mogliano,2010,2016
Mogliano,1.0,0,0,Cessata,15,Mogliano,2006,2016
Mogliano,1.0,0,0,In liquidazione,46,Mogliano,1996,2019
Mogliano,1.0,0,0,In liquidazione,46,Mogliano,2003,2012
Mogliano,1.0,0,0,Cessata (In liquidazione),31,Mogliano,1996,2015
Mogliano,1.0,0,0,In liquidazione,41,Mogliano,1994,2019
Mogliano,1.0,0,0,Cessata (In liquidazione),10,Mogliano,1978,2008
Mogliano,1.0,0,0,Cessata,14,Mogliano,2001,2008
Monte San Martino,1.0,3880.0,8,Fallita,46,Monte San Martino,2001,2011
Monte San Martino,1.0,1825.0,7,Fallita,10,Monte San Martino,1964,2011
Monte San Martino,1.0,349.0,0,In liquidazione,42,Monte San Martino,2004,2020
Monte San Martino,1.0,31,0,Cessata,15,Monte San Martino,2011,2018
Monte San Martino,1.0,0,0,Cessata (In liquidazione),46,Monte San Martino,2006,2010
Muccia,1.0,661.0,9,Fallita,68,Muccia,2000,2011
Muccia,1.0,528.0,1,Cessata,47,Muccia,2004,2006
Muccia,1.0,452.0,7,Fallita,31,Muccia,2005,2009
Muccia,1.0,399.0,0,Cessata (Fusione),38,Muccia,1988,2009
Muccia,1.0,304.0,3,Fallita,47,Muccia,2010,2014
Muccia,1.0,267.0,9,In liquidazione,55,Muccia,2007,2015
Muccia,1.0,36,1,In liquidazione,31,Muccia,2010,2014
Muccia,1.0,13,0,Cessata (In liquidazione),46,Muccia,1995,2019
Muccia,1.0,0,0,Cessata,86,Muccia,2012,2013
Muccia,1.0,0,0,In liquidazione,47,Muccia,2005,2020
Muccia,1.0,0,0,In liquidazione,31,Muccia,2004,2017
Muccia,1.0,0,0,Cessata (In liquidazione),46,Muccia,2002,2017
Muccia,1.0,0,0,In liquidazione,31,Muccia,1997,2011
Muccia,1.0,0,0,Cessata,01,Muccia,1982,2009
Penna San Giovanni,1.0,3068.0,12,Cessata,46,Penna San Giovanni,2001,2009
Penna San Giovanni,1.0,2333.0,2,Cessata,14,Penna San Giovanni,2000,2005
Penna San Giovanni,1.0,48.0,0,Cessata (In liquidazione),62,Penna San Giovanni,2013,2014
Penna San Giovanni,1.0,16,2,Cessata (In liquidazione),14,Penna San Giovanni,2013,2014
Penna San Giovanni,1.0,0,0,Cessata,58,Penna San Giovanni,2012,2018
Penna San Giovanni,1.0,0,0,Cessata (In liquidazione),70,Penna San Giovanni,2006,2011
Petriolo,1.0,14955.0,72,Fallita,15,Petriolo,1994,2012
Petriolo,1.0,13638.0,47,Fallita,15,Petriolo,2000,2001
Petriolo,1.0,5175.0,31,Cessata (In liquidazione),15,Petriolo,2013,2016
Petriolo,1.0,1158.0,0,In liquidazione,41,Petriolo,2008,2019
Petriolo,1.0,698.0,0,Cessata (Fusione),28,Petriolo,2001,2009
Petriolo,1.0,472.0,3,Fallita,20,Petriolo,2012,2014
Petriolo,1.0,12,0,Cessata,15,Petriolo,2003,2012
Petriolo,1.0,2,0,In liquidazione,41,Petriolo,2003,2017
Petriolo,1.0,0,0,In liquidazione,41,Petriolo,1994,2019
Pieve Torina,1.0,1989.0,20,Cessata,41,Pieve Torina,2007,2011
Pieve Torina,1.0,250.0,0,Cessata (In liquidazione),68,Pieve Torina,2000,2010
Pieve Torina,1.0,145.0,2,Cessata (In liquidazione),41,Pieve Torina,2012,2014
Pieve Torina,1.0,12,0,Cessata (In liquidazione),35,Pieve Torina,2009,2015
Pieve Torina,1.0,0,0,Cessata (In liquidazione),55,Pieve Torina,2012,2015
Pieve Torina,1.0,0,0,Cessata,68,Pieve Torina,2008,2011
Pieve Torina,1.0,0,0,Cessata (In liquidazione),68,Pieve Torina,2007,2010
Pieve Torina,1.0,0,0,Cessata (In liquidazione),81,Pieve Torina,2006,2013
Pieve Torina,1.0,0,0,Cessata (In liquidazione),68,Pieve Torina,2003,2019
Pieve Torina,1.0,0,0,Cessata (In liquidazione),17,Pieve Torina,2002,2011
Pieve Torina,1.0,0,2,Cessata (In liquidazione),15,Pieve Torina,1993,2011
Pieve Torina,1.0,0,0,Cessata (In liquidazione),87,Pieve Torina,1988,2012
Pioraco,1.0,3146.0,10,Fallita,43,Pioraco,1992,2013
Pioraco,1.0,104.0,1,In liquidazione,73,Pioraco,2012,2017
Pioraco,1.0,0,0,In liquidazione,41,Pioraco,1972,2020
Poggio San Vicino,1.0,1685.0,21,Fallita,14,Poggio San Vicino,1971,1998
Poggio San Vicino,1.0,0,0,Cessata (In liquidazione),68,Poggio San Vicino,2006,2011
Pollenza,1.0,7040.0,75,Fallita,32,Pollenza,1996,2012
Pollenza,1.0,6324.0,40,Fallita,82,Pollenza,2002,2013
Pollenza,1.0,2935.0,6,In liquidazione,45,Pollenza,2004,2012
Pollenza,1.0,2024.0,11,Cessata (Fusione),46,Pollenza,2004,2008
Pollenza,1.0,1634.0,7,Cessata (Fusione),47,Pollenza,1980,2020
Pollenza,1.0,1547.0,21,Fallita,18,Pollenza,1994,2012
Pollenza,1.0,955.0,1,Cessata (In liquidazione),41,Pollenza,2010,2014
Pollenza,1.0,798.0,8,Fallita,41,Pollenza,2004,2011
Pollenza,1.0,594.0,20,In liquidazione,15,Pollenza,2010,2011
Pollenza,1.0,589.0,0,Fallita,46,Pollenza,2007,2010
Pollenza,1.0,372.0,1,Cessata,47,Pollenza,2008,2014
Pollenza,1.0,342.0,4,Fallita,45,Pollenza,1997,2008
Pollenza,1.0,265.0,0,Cessata,68,Pollenza,2008,2020
Pollenza,1.0,203.0,13,Fallita,68,Pollenza,2001,2011
Pollenza,1.0,98.0,3,Cessata (In liquidazione),56,Pollenza,2009,2012
Pollenza,1.0,91.0,1,Cessata,56,Pollenza,2010,2011
Pollenza,1.0,82.0,0,Cessata,47,Pollenza,2007,2008
Pollenza,1.0,61.0,0,Cessata (In liquidazione),46,Pollenza,2005,2008
Pollenza,1.0,61.0,5,Cessata (In liquidazione),88,Pollenza,2007,2018
Pollenza,1.0,53.0,1,Cessata,43,Pollenza,2012,2018
Pollenza,1.0,37,6,Cessata,56,Pollenza,2007,2009
Pollenza,1.0,22,0,In liquidazione,74,Pollenza,2011,2019
Pollenza,1.0,8,1,Cessata (In liquidazione),74,Pollenza,2010,2015
Pollenza,1.0,7,0,Cessata,88,Pollenza,2012,2013
Pollenza,1.0,5,0,Cessata (In liquidazione),73,Pollenza,2009,2017
Pollenza,1.0,0,0,Fallita,46,Pollenza,1996,2019
Pollenza,1.0,0,0,Cessata (In liquidazione),68,Pollenza,2012,2014
Pollenza,1.0,0,0,In liquidazione,90,Pollenza,2010,2020
Pollenza,1.0,0,0,In liquidazione,35,Pollenza,2009,2015
Pollenza,1.0,0,0,Cessata (In liquidazione),47,Pollenza,2008,2010
Pollenza,1.0,0,0,Cessata (In liquidazione),38,Pollenza,2005,2008
Pollenza,1.0,0,0,In liquidazione,53,Pollenza,2005,2020
Pollenza,1.0,0,0,Cessata,41,Pollenza,2004,2008
Pollenza,1.0,0,0,Fallita,55,Pollenza,2003,2014
Pollenza,1.0,0,0,Cessata (In liquidazione),56,Pollenza,2003,2009
Pollenza,1.0,0,0,Fallita,56,Pollenza,2002,2017
Pollenza,1.0,0,0,Cessata (In liquidazione),46,Pollenza,2000,2012
Pollenza,1.0,0,0,Cessata (In liquidazione),46,Pollenza,1998,2009
Pollenza,1.0,0,0,Cessata (In liquidazione),41,Pollenza,1997,2010
Pollenza,1.0,0,0,Cessata,46,Pollenza,1993,2011
Pollenza,1.0,0,0,Attiva (Stato di insolvenza),41,Pollenza,1993,2020
Pollenza,1.0,0,0,Cessata (In liquidazione),41,Pollenza,1989,2017
Pollenza,1.0,0,0,Cessata (In liquidazione),47,Pollenza,1983,2015
Ripe San Ginesio,1.0,812.0,28,In liquidazione,87,Ripe San Ginesio,1995,2012
Ripe San Ginesio,1.0,512.0,2,Cessata (In liquidazione),56,Ripe San Ginesio,2013,2017
Ripe San Ginesio,1.0,493.0,8,Cessata (In liquidazione),56,Ripe San Ginesio,2009,2013
Ripe San Ginesio,1.0,436.0,6,Cessata,56,Ripe San Ginesio,2006,2009
Ripe San Ginesio,1.0,175.0,0,Cessata (In liquidazione),41,Ripe San Ginesio,1998,2020
Ripe San Ginesio,1.0,90.0,0,Cessata,47,Ripe San Ginesio,2013,2014
Ripe San Ginesio,1.0,88.0,1,Cessata (In liquidazione),17,Ripe San Ginesio,2004,2020
Ripe San Ginesio,1.0,74.0,9,In liquidazione,88,Ripe San Ginesio,2007,2017
Ripe San Ginesio,1.0,29,0,Cessata,01,Ripe San Ginesio,1968,2007
Ripe San Ginesio,1.0,0,0,Cessata (In liquidazione),41,Ripe San Ginesio,2011,2015
Ripe San Ginesio,1.0,0,0,Cessata (In liquidazione),46,Ripe San Ginesio,2010,2016
Ripe San Ginesio,1.0,0,0,Cessata (In liquidazione),68,Ripe San Ginesio,2008,2011
Ripe San Ginesio,1.0,0,0,Cessata (In liquidazione),68,Ripe San Ginesio,2006,2019
Ripe San Ginesio,1.0,0,0,Cessata,68,Ripe San Ginesio,2004,2007
Ripe San Ginesio,1.0,0,0,Cessata (In liquidazione),41,Ripe San Ginesio,1988,2009
San Ginesio,1.0,5402.0,8,Cessata (In liquidazione),46,San Ginesio,1993,2011
San Ginesio,1.0,3720.0,0,Cessata,45,San Ginesio,2001,2005
San Ginesio,1.0,628.0,1,In liquidazione,47,San Ginesio,2012,2019
San Ginesio,1.0,614.0,3,In liquidazione,01,San Ginesio,2005,2011
San Ginesio,1.0,190.0,0,Cessata,41,San Ginesio,1990,2007
San Ginesio,1.0,164.0,2,In liquidazione,62,San Ginesio,2006,2019
San Ginesio,1.0,93.0,0,Attiva (Stato di insolvenza),41,San Ginesio,1997,2020
San Ginesio,1.0,77.0,1,Cessata (In liquidazione),82,San Ginesio,2011,2014
San Ginesio,1.0,54.0,6,Fallita,41,San Ginesio,2002,2015
San Ginesio,1.0,6,1,Cessata (In liquidazione),41,San Ginesio,2008,2016
San Ginesio,1.0,2,0,Cessata,68,San Ginesio,2004,2019
San Ginesio,1.0,0,0,Cessata (In liquidazione),32,San Ginesio,2013,2013
San Ginesio,1.0,0,0,In liquidazione,46,San Ginesio,2010,2013
San Ginesio,1.0,0,0,Cessata (In liquidazione),43,San Ginesio,2010,2020
San Ginesio,1.0,0,0,In liquidazione,41,San Ginesio,2009,2019
San Ginesio,1.0,0,0,Cessata,46,San Ginesio,2007,2014
San Ginesio,1.0,0,1,Cessata,43,San Ginesio,2007,2015
San Ginesio,1.0,0,0,In liquidazione,70,San Ginesio,2005,2020
San Ginesio,1.0,0,0,Cessata,66,San Ginesio,2003,2011
San Ginesio,1.0,0,0,Cessata,45,San Ginesio,2001,2011
San Ginesio,1.0,0,0,In liquidazione,69,San Ginesio,2000,2019
San Ginesio,1.0,0,0,Fallita,74,San Ginesio,1998,2017
San Ginesio,1.0,0,0,In liquidazione,79,San Ginesio,1996,2011
San Ginesio,1.0,0,0,Cessata (In liquidazione),01,San Ginesio,1991,2009
San Ginesio,1.0,0,0,Cessata (In liquidazione),15,San Ginesio,1987,2018
San Severino Marche,1.0,18851.0,7,Cessata (Scissione),35,San Severino Marche,1982,2012
San Severino Marche,1.0,10890.0,190,Cessata (Fusione),38,San Severino Marche,2000,2014
San Severino Marche,1.0,4954.0,11,Cessata (Fusione),20,San Severino Marche,2008,2011
San Severino Marche,1.0,4908.0,0,Fallita,25,San Severino Marche,1991,2010
San Severino Marche,1.0,2285.0,0,In liquidazione,46,San Severino Marche,2006,2010
San Severino Marche,1.0,1504.0,14,In liquidazione,10,San Severino Marche,2007,2020
