Comune,CRATER,PHONE_BEFORE,PHONE_AFTER,PCGH,MPE,MPE_INIT,MPE_END,DISTANCE FROM EPICENTER,AGRICOLTURE,OTHER SERV,PUBLIC ADMIN,REAL ESTATE,ENTERTAINMENT,HOSPITALITY,FINANCE,MANUFACTURING,TECH SERVICES,WHOLE/RETAIL SALES,CONSTRUCTIONS,MINING,WASTE MGMT,UTILITIES,EDUCATION,BUSINESS SUPPORT SERVICES,EXTRA,HEALTHCARE,COMMUNICATION AND INFORMATION SERV.,LOGISTICS,ABRUZZO,LAZIO,MARCHE,UMBRIA,ALT_MIN,ALT_MEAN,ALT_MED
Cingoli,1.0,14675.178229849596,15287.66728074141,0.0417363960627068,8.128958982934147,2.8221336137341178,9.795409187855949,56.29656084489289,0.3759178951179392,0.0,0.0,0.0123330473724391,0.0,0.0075163115766939,0.0072880675602288,0.1869869428681615,0.0050685912621894,0.2783632542874458,0.0571711908828321,0.0119946165894047,0.0,0.0,0.0,0.0,0.0,0.0,0.006280645694452,0.0510794367882131,0,0,1,0,95,337.0105,300
Citerna,0.0,3942.511135750096,4509.489059674503,0.1438113690493188,3.572858862317433,11.815236709885198,0.9845859689146604,110.5532927594204,0.0576213731336003,0.0,0.0,0.0009815935958638,0.0,0.0015059230942756,0.0008413659393119,0.8129119187411215,0.0016095696230314,0.0811796194343338,0.0309781183887232,0.0012620489089678,0.0,0.0,0.0,0.0083161097189959,0.0,0.0,0.0027923594217743,0.0,0,0,0,1,289,319.9088,300
Cittaducale,1.0,6712.551291939838,6823.661392405063,0.0165525886705166,-1.946970199124059,0.2182924366724941,-2.6269063402442687,41.136678317153326,0.0004909690814301,0.0,0.0,0.0008030257009831,0.0,0.0016851057455864,0.0,0.863481470077931,0.0047515821270611,0.0593406867742083,0.0457516611814047,0.0,0.001402174410525,0.0,0.0,0.0037696439642008,0.0,0.0078263800183905,0.0001373049126033,0.0105599960056752,0,1,0,0,399,722.9698,663
Cittareale,1.0,1328.6456613960663,1123.5632346292948,-0.1543544924922137,-8.289090898425183,-13.889608009340368,-6.530415562824358,12.988490120636987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,755,1150.046,1106
Civita Castellana,0.0,14616.556806787505,17959.57828887884,0.2287147052675865,3.4715436301486253,8.673970110059567,1.8378767821956048,77.8885204512762,0.0083803572601779,0.0,0.0,0.011957339017571,0.0,0.0028104856665231,0.0008759955324227,0.5802630906582377,0.027608459196858,0.2044464073233226,0.0323205851650156,0.0049712746464993,0.0840408213918109,0.0,0.0002883485294224,0.0131362830049566,0.0,0.0104535466869118,0.0030112346427033,0.0154357712775664,0,1,0,0,36,128.5403,140
Civitanova Marche,0.0,41116.9769475511,48463.092653707055,0.1786638087602276,4.261127093175919,8.52453490399135,2.922331047382998,63.323313239271535,0.002208424065577,0.0,0.0,0.0144401588560438,0.0002844239512054,0.0187509123387323,0.023985667440681,0.3723425547892328,0.0264288541326499,0.3409167179582875,0.0331308756495475,0.0,0.0020474009820903,0.0054966057236934,0.0043671868063403,0.0065989366456935,0.0,0.0385469698314976,0.0101339200392474,0.1003203907894796,0,0,1,0,0,60.83404,48
Civitaquana,0.0,1080.999595063633,1320.6891726943943,0.2217295720787499,16.259816796745625,7.931989568793448,18.8749225191083,68.1222658743342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9275521405049396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0724478594950603,0.0,1,0,0,0,199,390.0822,383
Civitella Casanova,0.0,1977.8212398765909,1942.6287409584088,-0.0177935691096015,1.4166848927721545,0.8704628707629588,1.5882096250147093,63.08682296001618,0.0,0.0,0.0,0.0,0.0,0.4022157996146435,0.0,0.094412331406551,0.0,0.0659922928709055,0.4320809248554913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052986512524084,0.0,1,0,0,0,249,616.4352,475
Civitella d'Agliano,0.0,2238.272406478982,2072.744043851718,-0.0739536269795042,-15.95347085340991,-2.3540087298320675,-20.22397626219807,77.77532316538678,0.0048243527892912,0.0,0.0,0.0044846096351158,0.0,0.0454576340286743,0.0,0.0,0.0,0.8954950057756336,0.0306448325066249,0.0,0.0,0.0,0.0,0.0,0.0,0.013793572059523,0.0052999932051369,0.0,0,1,0,0,74,179.3824,165
Civitella del Tronto,1.0,5848.310142691862,6816.831815099457,0.1656070982517702,-16.721625923820543,-0.8246277439782248,-21.71360399571882,35.19388785311244,0.000494071146245,0.0,0.0,0.0062612288896873,0.0,0.019699964067553,0.0,0.8967840459935321,2.6949335249730506e-05,0.0267786561264822,0.0337675170679123,0.0,0.0025422206252245,0.0,0.0,0.0002155946819978,0.0,0.0,0.0,0.0134297520661157,1,0,0,0,135,556.4169,455
Collazzone,0.0,5729.964664481296,5934.49879068716,0.0356955301092384,-3.233368763910152,1.5589712684888335,-4.738260195875669,58.4428551928753,0.1047415388411399,0.0,0.0,0.0043590903483159,0.0,0.0046058313114282,0.0,0.4515154007484476,0.0053254924538388,0.1330756261051938,0.220524735781552,0.0,0.004379652095242,0.0,0.0,0.0001850557223341,0.0,0.0227001686063247,0.0,0.0485874079861825,0,0,0,1,152,263.5863,260
Colle di Tora,0.0,378.4035383725415,370.2140370705244,-0.0216422429273227,-13.521488800843716,-11.409909437134466,-14.18456731173359,60.71157661597432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,538,810.3271,841
Collecorvino,0.0,5783.247666795218,7236.482888788427,0.2512835876521467,1.5538839648403575,8.332690872295153,-0.5747981330513294,70.05268744270957,0.0399360130949945,0.0,0.0,0.0001767080225442,0.0,0.0019065865590297,0.0,0.7293949145291196,0.0,0.09867747995759,0.075705437026841,0.0,0.0143598519372779,0.0,0.0007068320901768,0.0026413199159241,0.0,0.0,0.0006324287122635,0.0358624281542382,1,0,0,0,24,119.1109,117
Colledara,0.0,2268.5990262244504,2442.510386528029,0.0766602463869576,-15.960597535987986,-4.072202321783544,-19.693793422908428,39.56933048340609,0.0452482821210942,0.0,0.0,0.0,0.0,0.0003889537145079,0.0,0.4301828082458187,0.0,0.1571373006612213,0.2694152729158564,0.0,0.0,0.0,0.0,0.0976273823415013,0.0,0.0,0.0,0.0,1,0,0,0,195,362.2819,373
Collepietro,0.0,428.20393366756656,481.4273056057866,0.124294448867767,4.394206617738584,5.716988572061089,3.9788264034882217,69.32298196816649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,487,726.1512,718
Collevecchio,0.0,1784.3349691477054,1991.8942811934903,0.1163230646905533,-13.119001930419907,-6.745127480490014,-15.120527069136314,70.58505987824682,0.0,0.0,0.0,0.0,0.0,0.1427460132244263,0.0,0.0,0.0,0.0493971217425126,0.3169972773239984,0.0,0.0,0.0,0.0,0.0,0.0,0.0330610657331777,0.0,0.4577985219758849,0,1,0,0,27,121.8027,115
Colli del Tronto,1.0,2309.528692634015,2621.178085443038,0.1349406888959614,19.34662297255635,2.7610536105807646,24.55482628416741,45.30325220591729,0.0,0.0,0.0,0.0089233753637245,0.0,0.0745554477853217,0.0,0.5903976721629486,0.0,0.163401228580666,0.1065632072421597,0.0,0.0,0.0,0.0,0.0491432266408018,0.0,0.0,0.0,0.0070158422243776,0,0,1,0,22,81.64754,69
Colmurano,1.0,854.5169205553414,972.0492653707053,0.1375424429734883,7.839279795383678,2.397911629873888,9.547979152083196,35.30587687045182,0.0,0.0,0.0,0.0,0.0,0.0124658672681942,0.0,0.1983853733824053,0.0,0.7326368277335866,0.0054612370889231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0510506945268906,0,0,1,0,197,305.4958,300
Colonnella,0.0,5134.637581951408,5581.892190325498,0.0871053898616368,-12.908330432055712,-6.027315465836983,-15.06910792194208,54.8414678800544,0.0194432940253285,0.0,0.0,0.0052822401929797,0.0008137701535264,0.0060960103465062,0.0018745776750877,0.4668788281709789,0.0021361466530069,0.4349020206203544,0.0210781001373237,0.0,0.0085954472466232,0.0,0.0,0.0023904498259839,0.0,0.0,0.0068443882555528,0.023664726696747,1,0,0,0,3,121.2292,121
Comunanza,1.0,4701.036222522175,4349.940732368897,-0.0746847021665597,-14.788642481893987,-5.890972362326046,-17.58269036599006,19.564668102185035,0.0,0.0,0.0,0.0020512714790801,0.0,0.0030099058889014,0.0,0.7733293476132065,0.0018966530258831,0.0861843258120045,0.041819137641347,0.0236360075453805,0.0,0.0065661303124323,0.0,0.0069681382907445,0.0,0.0033603743828146,0.0,0.051178708008205,0,0,1,0,386,604.3806,601
Concerviano,0.0,737.0268414963364,592.6169755877035,-0.1959356943031372,-22.11619389538204,-12.03106468241737,-25.283127885927414,48.76027707716427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780952380952381,0.0,0.0,0,1,0,0,420,737.7274,758
Configni,0.0,1883.178750482067,1533.753661844485,-0.1855506751805342,81.18364076968597,12.705973381000064,102.6870095284822,55.9846515090392,0.041135573580533,0.0,0.0,0.0,0.0,0.0,0.0,0.0643105446118192,0.0,0.7670915411355735,0.1274623406720741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,223,520.9995,426
Contigliano,0.0,5299.277718858465,5356.055865732368,0.0107143180422206,-3.496235390209624,8.186102604189376,-7.164725153924382,50.10861998641639,0.0108803165182987,0.0,0.0,0.0,0.0,0.0874664405821675,0.0,0.0204889077292638,0.0,0.3182139324572559,0.039423484527342,0.0,0.0,0.0,0.0,0.0093259855871131,0.0,0.2868447082096934,0.0,0.2273562243888653,0,1,0,0,354,589.0965,491
Controguerra,0.0,2650.653287697648,3440.0958295660034,0.2978294239885534,1.814910156721419,8.130119178100035,-0.1681928541445524,49.69450126963594,0.002008032128514,0.0,0.0,0.0018502581755593,0.0,0.0007314974182444,0.0,0.7861589213998853,0.0308806655192197,0.0635111876075731,0.0002294893861158,0.0,0.0,0.0081899024670109,0.0,0.0159351692484222,0.0,0.0,0.0,0.0905048766494549,1,0,0,0,13,148.8124,167
Corchiano,0.0,3001.341853065947,3238.220174050633,0.0789241387956886,-6.3814722897627405,-1.5619244987737424,-7.894907506707674,78.73901309183678,0.0,0.0,0.0,0.0007884429523373,0.0,0.0003560710107329,0.0,0.8983417264357292,0.0028740017294877,0.0900350984282008,0.0076046594435118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,74,207.5513,205
Corciano,0.0,19763.20723100656,23103.193433544304,0.1690002115293125,5.682006767022948,3.3213284017856752,6.423307388734781,77.63904327218611,0.0622536456630626,0.0,0.0,0.0056990746308602,0.0,0.0050765720519209,0.0018979976590515,0.5272503679964226,0.0106308195521707,0.1494895478852698,0.0201546855387992,0.002743246058754,0.0,0.0010527492593489,0.0008740444373677,0.0189723541099568,0.0,0.0016938845685421,0.0159030352717583,0.176307975316714,0,0,0,1,218,308.3222,273
Corfinio,0.0,62.58649247975318,63.34790913200724,0.0121658303906449,-9.139985650446595,-0.2705759881469918,-11.925159180945265,80.10560144138007,0.0698689956331877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393013100436681,0.5007278020378457,0.0,0.0,0.1135371179039301,0.0,0.0,0.0,0.0,0.2765647743813683,0.0,1,0,0,0,248,502.232,355
Corinaldo,0.0,11170.951002699576,11488.730831826402,0.0284469808389663,-13.57621840009532,-4.0528547952954135,-16.566746658830198,86.34620958532297,0.01073130942367,0.0,0.0,0.0081185796946292,0.0,0.0165812750121077,0.0975886416354413,0.4786903214294818,0.0051489893196706,0.2508475440340547,0.0366801763911192,0.0061813361882185,0.0890494761795518,0.0,0.0,0.0003823506920547,0.0,0.0,0.0,0.0,0,0,1,0,39,134.7227,130
Corridonia,1.0,16838.387263787117,20915.758555605786,0.2421473759893575,-3.2749400896919934,2.549106059928309,-5.103808052040631,49.03858386608825,0.0214444714225079,0.0,0.0,0.0123977588025199,0.0009378481019696,0.0025725951888021,0.0004114669538285,0.2505852283363575,0.12280064426087,0.3682981393167795,0.0947374859369121,0.0004652171414908,0.0039701000680217,0.0034900552885551,0.0022538009723223,0.0293123868234195,0.0,0.0008562960931027,0.0062127803118622,0.0792537249806777,0,0,1,0,54,126.325,121
Corropoli,0.0,3355.037350559198,4530.830391048824,0.3504560210912859,19.32766856711205,11.672795818658487,21.731453009378995,51.870910307827415,0.0001305190630342,0.0,0.0,0.0014228189217191,7.734462994622937e-05,0.0028295243788662,0.0,0.2113570920997294,0.0001949729213227,0.7566093403308739,0.0141991849809619,0.0,0.0102320500033032,0.0001482438740636,0.0015001635516654,0.0005043514411077,0.0,0.0005043514411077,8.379001577508181e-05,0.0002062523465232,1,0,0,0,17,100.8774,96
Corvara,0.0,471.2462302352488,553.7569394213382,0.1750904386967713,-1.4717202161686034,4.324071225360222,-3.291715630277318,69.33121774374754,0.0,0.1764705882352941,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,324,686.8271,650
Cossignano,1.0,1017.593279984574,962.2118557866183,-0.0544239287810499,-13.468933625538956,-2.3516297999255946,-16.959991263481218,42.56966549722106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760797342192691,0.0,0.0,0.8239202657807309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,123,246.7744,244
Costacciaro,0.0,3254.714307751639,3359.783815551537,0.0322822521011007,20.478242737465624,27.731529620993843,18.2005643567968,66.94996181799984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8855380397532556,0.0,0.0,0.1036326250856751,0.0,0.0,0.0,0.0,0.0108293351610692,0.0,0.0,0.0,0.0,0,0,0,1,400,713.9844,556
Cottanello,0.0,1786.734400308523,2186.158589511754,0.2235498399394229,-15.464364627785132,-0.4099116758770056,-20.19176650392318,53.5069551305882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,299,748.136,813
Crecchio,0.0,1741.740175472426,2252.7897490958408,0.2934132087093867,-8.856091165839302,17.10519879549871,-17.008459854509404,99.95532404587644,0.0042908410048369,0.0,0.0,0.0,0.0,0.01341863005149,0.0,0.7207832735216102,0.0414651271649243,0.0756748322671243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400764549851771,0.0042908410048369,0.0,1,0,0,0,82,196.2811,200
Crognaleto,1.0,2490.260065561126,2352.3861889692585,-0.0553652522074237,-20.223178169935206,-16.434818855227366,-21.412799406193045,23.51097587542241,0.0013556815380823,0.0,0.0,0.0,0.0,0.0043135321666255,0.0,0.0054227261523293,0.0258811929997535,0.0,0.9630268671432092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,325,1206.259,1108
Cugnoli,0.0,839.7063343617431,834.3560126582279,-0.0063716581435365,11.246167298967348,-7.099001842883168,17.00692043269459,71.36968494388526,0.6225623820507444,0.0,0.0,0.000629062696582,0.0,0.0,0.0,0.1092472216397567,0.0,0.0543090794715873,0.2113650660515831,0.0,0.0,0.0,0.0018871880897462,0.0,0.0,0.0,0.0,0.0,1,0,0,0,125,275.5735,267
Cupra Marittima,0.0,8259.425867720785,8780.095117540686,0.0630393998516002,-13.282280804615656,-8.180384085570779,-14.884379279965325,55.9702333171423,0.0003356831151393,0.0,0.0,0.0114467942262504,0.0,0.017472306143001,0.0,0.0371601208459214,0.0010406176569318,0.8040953340046996,0.0874286673380329,0.0,0.0,0.0,0.0,0.0102215508559919,0.0,0.0232124874118831,1.6784155756965425e-05,0.0075696542463914,0,0,1,0,0,101.521,106
Cupramontana,0.0,4735.186945622831,4775.865528933093,0.0085907027066513,-7.823929402458746,3.95050724854558,-11.521340001983162,63.74610294497287,0.0029216578321298,0.0,0.0,0.001377352978004,2.0868984515213488e-05,0.0096623398305438,0.0,0.4697817104219708,0.0,0.1347719019992487,0.3676906381735464,0.0,0.0,0.0,0.0,0.0137735297800409,0.0,0.0,0.0,0.0,0,0,1,0,105,307.043,308
Deruta,0.0,10735.553364828384,11982.369642857142,0.1161389856356687,1.248652868933685,-0.8226313792403538,1.8990779007905925,61.56367646619557,0.038191145734372,0.0,0.0,0.011166488840819,0.0,0.0112980312486297,0.0,0.1587132229351495,0.0368611058331749,0.462941580555109,0.117584296759672,0.0,0.0888934360338502,0.0,0.0110203306099182,0.0197313611716043,0.0,0.0002484689925313,0.0108741723790175,0.0324763589061518,0,0,0,1,157,249.1999,188
Elice,0.0,1351.2854897801774,1548.700904159132,0.1460945269315883,0.4316434571884083,3.4178589856032144,-0.5060884508841123,63.42979772402402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1374997212994136,0.0,0.6471650576352813,0.2104858308621881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048493902031169,1,0,0,0,73,167.9055,167
Esanatoglia,1.0,2711.797965676822,3320.305029385172,0.224392477393306,2.450713604294064,0.7304813255631202,2.990901237006097,45.75694595308141,0.0051918692645171,0.0,0.0,0.0039657451577676,0.0155372914152154,0.0216679119489625,0.0,0.8535548020001149,0.0,0.0384504856600954,0.0091192980439488,0.0027396210510182,0.0,0.002854570186026,0.0,0.0018391861601241,0.0,0.0,0.0036783723202482,0.0414008467919612,0,0,1,0,295,650.6153,640
Fabriano,1.0,36531.15940994986,42402.12480786619,0.1607111707578948,4.067946994492685,3.8734390787209727,4.129026403281571,55.13509663975477,0.0023070359738237,0.0,0.0,0.0031829451669183,5.765970279986447e-05,0.0065168421400431,0.000357619729725,0.3244576262731294,0.4614454186126816,0.089152914179687,0.0252536541026822,0.0,0.0056143706119508,0.0001509518062063,0.0007774341950543,0.0422567878103501,0.0,0.0032989124343473,0.0154100414696356,0.0197597857909647,0,0,1,0,170,560.796,493
Fabrica di Roma,0.0,5004.6754145777095,5911.157617540687,0.1811270717622485,22.16379363837832,3.069858505786696,28.159674395854235,83.01176711541514,0.0,0.0,0.0,0.0017695381622584,0.0,0.0443673608100031,0.0,0.7268172922550479,0.0,0.1601900788674956,0.0103066808854722,0.0,0.026443462669776,0.0,0.0,0.0109746522447353,0.0,0.0082734698182414,0.0014062554931855,0.0094512087937843,0,1,0,0,170,247.8213,233
Fabro,0.0,2302.162369841882,3491.1517744122966,0.5164663536100094,20.45260514326436,6.046560063277298,24.97639386919272,91.97156657339414,0.0017045067157564,0.0,0.0,0.0103293106974841,0.0,0.003715824640349,0.0,0.1548714801936319,0.001056794163769,0.7722438126406218,0.0243062657666871,0.0,0.0,0.0,0.0,0.0249539783186745,0.0,0.0,0.0068180268630258,0.0,0,0,0,1,230,298.9761,296
Fagnano Alto,0.0,842.6867913613576,924.4716320072332,0.0970524772481038,-18.33503851626441,-4.214131073052211,-22.769288273001788,56.79488750110771,0.0,0.0,0.0,0.0,0.0,0.0079797221179121,0.0,0.0,0.0,0.0,0.990142696207285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018775816748028,0.0,1,0,0,0,549,789.6349,763
Falconara Marittima,0.0,34303.89338603934,34907.633951175405,0.017599768001313,-7.386299542168056,-1.3365142105000969,-9.286054160852805,84.0497412278185,0.0146914273678298,0.0,0.0,0.0072689215755107,0.0011189707224601,0.0039493084322123,0.0,0.5187175279084463,0.0121177947061714,0.2386303798357087,0.0700168503826441,0.0,0.0079841852137892,0.0,0.0,0.0043420452151934,0.0,0.0045943621428069,0.0054193287930913,0.1111488977041353,0,0,1,0,0,33.93196,15
Faleria,0.0,2234.29093713845,2769.817099909584,0.2396850624373051,-13.492657747880846,5.4174381814716215,-19.43080928749163,82.57154227686647,0.0,0.0,0.0,0.0170068027210884,0.0,0.0,0.0,0.0090702947845804,0.0,0.1768707482993197,0.4914965986394558,0.0,0.0,0.0,0.0,0.006235827664399,0.0,0.0963718820861678,0.1235827664399093,0.0793650793650793,0,1,0,0,68,189.1738,196
Falerone,1.0,4950.216168530659,5010.025327757686,0.0120821307980938,2.7487281208536816,2.8583330152256297,2.7143099732834512,33.698056504149655,0.0004952091394877,0.0,0.0,0.0056085314169891,0.0,0.0,0.0,0.6127810023954302,0.0,0.2324488667772249,0.1272226828818868,0.0,0.0,0.0003800442233278,0.0,0.0,0.0,0.0040653215404459,0.0169983416252072,0.0,0,0,1,0,149,272.54,271
Fano,0.0,516.7550809872735,541.5534358047016,0.0479886037502529,-18.67279337326832,-2.1157041782425368,-23.87205333801048,104.95224327975312,0.0113335160395494,0.0,0.0,0.0218883395342205,0.000409066408316,0.0149342105928479,0.0401537361567174,0.4534503664405761,0.0751524265374374,0.2124333939769648,0.055594602548246,0.0032882062463277,0.0269645047667107,0.0023841138630532,0.0002725423907074,0.0335110842332962,0.0,0.0043738250085706,0.0087203452136196,0.0351357200428382,0,0,1,0,0,53.95559,43
Fano Adriano,0.0,945.6603933667566,870.3455357142857,-0.079642605506966,-26.63472924648785,-18.100054181867208,-29.314789361697898,30.227652701786127,0.1532258064516129,0.0,0.0,0.0,0.0,0.8467741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,349,1217.165,1215
Fara Filiorum Petri,0.0,2382.3899633629,2598.296439873417,0.090626001549197,3.257161520455504,-13.407507025105724,8.490203571147866,90.9671072085241,0.0044004099760847,0.0,0.0,0.0126955927570891,0.0001229928254185,0.0049333788862316,0.0,0.8172736590365562,0.0265391185514178,0.0660608131192347,0.0046873932353946,0.0,0.0535155449265459,0.0013255893406217,0.0,0.006873932353946,0.0,0.0015715749914588,0.0,0.0,1,0,0,0,148,273.1948,275
Fara in Sabina,0.0,9192.810528345546,9777.330006781194,0.0635844148678266,-17.087695349370353,-1.7985662699413585,-21.88879026298182,72.24978380287058,0.00690047663086,0.0,0.0,0.0114000142277868,0.0,0.0147968983424628,0.0,0.234349434445472,0.035498328235043,0.3047236252400939,0.1436295084299637,0.0,0.0035213772497687,0.0,0.0026854947712883,0.0091235683289464,0.0,0.0341111190154371,0.0126271608451305,0.1866329942377463,0,1,0,0,25,159.3291,143
Farindola,0.0,2554.4614346317007,2577.9064421338157,0.0091780628136571,45.629607281167424,10.229501562265934,56.74595449920479,55.06068121929751,0.1089896579156722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910103420843277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,294,807.7289,700
Ferentillo,1.0,3604.6040686463552,3782.703627938517,0.049408910354763,-14.61927971516702,-0.4018639207615671,-19.08383504075845,30.12083122561464,0.0,0.0,0.0,0.0,0.0,0.0394609164420485,0.0,0.5493261455525607,0.0,0.0307277628032345,0.0219946091644204,0.0,0.3394070080862533,0.0,0.0,0.0,0.0,0.0,0.0,0.0190835579514824,0,0,0,1,245,758.9198,737
Fermignano,0.0,7456.346538758195,8927.947276220615,0.1973621705768393,4.698059787719024,2.2639960200854112,5.462404905971373,97.26545474552807,0.0003416422480059,0.0,0.0,0.0108668515038828,0.0,0.0010906271763268,0.0,0.8662339198191924,0.0008541056200149,0.0577594400571155,0.0442251510014935,0.0,0.0,0.0015417701448475,0.0002847018733383,0.0,0.0,0.0002102413833883,0.0058429584466665,0.0107485907257269,0,0,1,0,119,302.7225,283
Fermo,0.0,52015.18946201311,53960.08331826401,0.0373908828626157,-8.556957700801767,-5.017226486470237,-9.668504698697438,53.65130756160224,0.000869577055418,0.0,0.0,0.0082618328846474,0.0013239353211649,0.0154430758863389,0.1286140201006735,0.4056347231818011,0.0137073252082049,0.2163119722552166,0.0282604034429125,0.000959768022027,0.0288032509589171,0.0134809969335071,0.000823630713938,0.0047137542925794,0.0,0.0453660562042876,0.031604276072847,0.0558214014655181,0,0,1,0,0,101.8456,100
Fiastra,1.0,2535.995661396066,2122.3848553345388,-0.1630960227407623,-30.978126150546213,-11.853611331754884,-36.98360954628296,19.46720481652803,0.5850340136054422,0.0,0.0,0.0,0.0,0.0,0.0,0.3163265306122449,0.0,0.0,0.0986394557823129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,370,886.699,838
Ficulle,0.0,3104.382693790976,3698.745806962025,0.1914593565928019,-2.3255404085969054,1.992523817462624,-3.6814996711997416,85.96570920297408,0.0491949910554561,0.0,0.0,0.1681574239713774,0.0,0.0742397137745975,0.0,0.0,0.0,0.0,0.7048300536672629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035778175313059,0.0,0,0,0,1,136,312.0928,292
Filetto,0.0,1149.028210566911,1228.2149525316456,0.0689162731049616,3.174749571087233,-1.763862837173639,4.725573479396167,96.70927624292752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959249329758714,0.0,0.0,0.0015549597855227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025201072386058,0.0,1,0,0,0,150,340.9077,350
Filottrano,0.0,8054.475115696106,9880.100180831829,0.2266597188410262,17.83517384218582,16.09254911666329,18.38239315484737,63.79657368101835,0.0159743245633199,0.0,0.0,0.0212436149516765,0.0,0.000951905371243,0.1462709237123269,0.5127544916409184,0.0043017800110275,0.2211229362379451,0.0641521800193502,0.0,0.0,0.0,0.0,0.0001612517295548,0.0,0.0001352433860782,0.002065062472041,0.0108662859045181,0,0,1,0,60,154.2022,153
Fiuminata,1.0,2446.7895873505595,2662.9940099457503,0.0883624908790387,-8.286809756625166,0.3384718859576722,-10.995322164855653,39.48707454081099,0.0066819795364376,0.0,0.0,0.0,0.0,0.0,0.0,0.2495301733138442,0.0,0.6230945917728127,0.1206932553769054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,443,788.5327,763
Folignano,1.0,3994.1824431160817,4940.4912409584085,0.2369217759377208,3.216922307109111,-4.614169678999157,5.676043144352479,35.87319014269187,0.0,0.0,0.0,0.008470976286264,0.0,0.0015242759689147,0.0030735400684674,0.2414103300932057,0.0,0.0382318398760588,0.0689672405607336,0.0,0.3435867962717709,0.1963567305529873,0.0,0.0,0.0,0.0761638221844623,0.0014742997076388,0.0207401484294959,0,0,1,0,120,281.5188,287
Foligno,0.0,65452.05089664481,72278.46764240507,0.1042964529337642,-2.093290797461407,0.6185934348184048,-2.94487714526847,33.64710512002033,0.0040134631608548,0.0,0.0,0.0136819811586051,0.0001458802024746,0.01517593503937,0.0003620641169853,0.4655107564679415,0.0208142927446569,0.2287217027559055,0.0525546611361079,8.43644544431946e-05,0.0093899395388076,0.1308554204161979,0.0058237837457817,0.0171497117547806,0.0,0.0168509209786276,0.0103311304836895,0.0085339918447694,0,0,0,1,194,629.98,725
Fontecchio,0.0,439.7796085615117,464.8254859855334,0.0569509748438427,-15.639183313423418,-7.877948492724274,-18.07636759170504,60.25154912006367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,1,0,0,0,524,869.8111,908
